code,name,ind,price,dcf_n,dcf_o,dcf_up,np_,kf,py,ry,ocf,fcf,debt,gm,nm,roe,pb,pe_ttm,dy,fcap,quality,growth,value,health,ind_s,final
600143,金发科技,改性塑料,13.17,11.94,19.49,-9.34,6.85,6.15,17.02,7.85,21.68,12.07,67.48,13.12,1.55,3.49,1.79,28.18,2.27,347.01,23.36,50.86,63.2,59.22,62,41.37
601633,长城汽车,综合乘用车,14.05,16.91,28.63,20.36,24.65,16.1,-61.11,10.58,104.36,44.25,62.0,18.37,2.41,2.82,1.38,20.11,2.48,872.96,25.57,34.41,76.93,64.48,60,41.29
002311,海大集团,水产饲料,41.98,36.6,60.87,-12.82,16.11,13.06,-38.95,9.19,39.24,22.31,54.62,9.34,2.69,6.79,2.91,21.39,2.96,694.94,26.2,38.91,65.79,71.56,60,41.28
002041,登海种业,种子,10.29,2.19,4.52,-78.72,0.5,0.3,41.02,26.96,-0.46,-0.85,15.79,30.36,8.94,1.35,2.44,85.38,0.0,90.55,21.43,61.3,27.74,78.0,70,41.28
600028,中国石化,炼油化工,5.16,0.51,0.86,-90.12,256.27,252.73,19.29,1.95,624.99,24.19,54.27,19.24,2.09,3.04,0.74,17.34,4.21,4883.85,19.42,49.77,65.3,71.9,58,41.07
600516,方大炭素,冶钢辅料,5.6,1.34,2.46,-76.07,1.71,0.1,213.47,16.58,0.29,-4.81,16.47,12.11,8.4,1.03,1.36,107.64,0.71,225.45,12.04,79.73,30.0,90.0,58,41.07
603296,华勤技术,消费电子组件,80.35,57.43,98.64,-28.53,30.0,16.76,58.8,11.65,6.43,-12.04,76.08,8.13,3.23,9.34,3.79,23.58,1.07,641.67,19.41,61.08,58.61,40.96,68,40.96
000810,创维数字,其他黑色家电,9.7,5.95,12.88,-38.66,1.62,1.36,202.45,31.16,-22.39,-24.11,56.04,15.14,2.93,2.46,1.7,38.69,0.82,108.46,11.92,83.66,48.3,48.2,62,40.87
600596,新安股份,有机硅,11.99,4.82,7.7,-59.8,2.54,2.11,268.03,6.26,1.54,-0.66,38.8,14.37,3.15,2.02,1.29,48.74,0.83,161.82,14.4,76.94,37.67,76.75,58,40.87
603236,移远通信,通信终端及配件,72.54,63.95,139.89,-11.84,6.02,5.82,27.84,32.16,-3.78,-8.3,66.35,18.71,3.91,8.18,3.97,30.37,1.02,294.05,21.06,59.81,55.54,38.3,70,40.85
301312,智立方,其他自动化设备,87.37,13.17,30.53,-84.93,0.46,0.39,8.07,37.73,-0.42,-0.54,22.28,31.38,10.79,3.74,11.97,186.75,0.25,74.07,25.9,56.96,10.0,78.0,78,40.81
301526,国际复材,玻纤制造,31.18,5.69,10.79,-81.75,6.4,5.76,176.56,19.52,5.93,-1.67,62.08,27.59,13.32,7.31,13.43,172.69,0.06,437.89,33.13,80.52,10.0,54.4,65,40.76
000969,安泰科技,其他金属新材料,17.26,11.45,26.97,-33.66,2.44,2.34,30.12,39.34,-2.17,-3.27,45.87,16.69,5.33,4.18,3.1,43.04,1.16,179.64,16.16,62.25,42.11,57.96,72,40.74
601117,中国化学,化学工程,7.19,12.57,21.05,74.83,31.45,31.05,1.41,1.05,0.8,-5.36,69.3,10.0,3.71,4.47,0.62,6.77,3.0,437.73,16.12,45.59,90.0,47.47,58,40.72
601179,中国西电,输变电设备,12.23,3.56,5.84,-70.89,6.88,7.36,15.03,8.07,-2.97,-7.95,45.62,24.54,7.19,2.94,2.68,46.11,0.89,626.9,19.52,50.49,37.15,58.2,80,40.7
002475,立讯精密,消费电子组件,54.1,50.96,121.05,-5.8,78.43,59.62,18.04,40.16,-24.46,-127.15,67.44,11.78,4.89,8.38,4.25,23.52,0.74,3964.2,18.6,59.81,62.1,37.26,68,40.7
603688,石英股份,非金属材料,49.66,4.29,6.89,-91.36,0.91,0.5,-14.47,6.0,0.27,-1.2,5.58,36.75,16.5,1.55,4.59,195.11,0.17,269.0,29.26,43.44,22.58,90.0,70,40.63
600206,有研新材,半导体材料,51.6,13.03,28.56,-74.75,1.83,1.43,40.89,50.35,-9.5,-10.0,32.72,7.42,2.88,4.2,10.02,137.37,0.27,436.82,10.3,67.59,10.0,70.59,88,40.63
000778,新兴铸管,其他钢材,3.61,0.34,0.64,-90.58,3.72,3.04,-8.0,19.17,5.57,0.4,42.65,6.15,1.88,1.42,0.55,15.64,2.08,140.55,11.2,48.42,66.8,83.06,58,40.47
688676,金盘科技,输变电设备,65.36,19.25,33.52,-70.55,3.03,2.87,14.23,12.73,-0.24,-1.53,58.36,27.41,8.43,5.72,5.89,43.1,1.38,300.52,26.74,51.57,32.1,45.97,80,40.44
301076,新瀚新材,其他化学制品,20.94,1.07,1.74,-94.89,0.37,0.31,3.76,5.32,0.31,0.1,6.3,27.57,14.95,3.06,3.94,70.33,0.37,31.9,32.18,47.26,24.14,100.0,58,40.44
002318,久立特材,特钢,18.26,9.8,16.42,-46.33,3.93,1.57,-52.55,-36.38,0.65,-3.24,37.7,21.23,10.14,4.9,2.22,16.61,5.46,174.2,22.07,23.62,64.95,77.81,68,40.3
603881,数据港,云基础设施服务,24.18,6.54,10.95,-72.95,0.86,0.73,1.09,-3.57,4.36,2.31,53.94,29.29,10.98,2.54,6.16,149.25,0.2,208.44,35.58,44.28,18.82,72.22,72,40.21
000062,深圳华强,其他电子,23.09,22.52,49.36,-2.47,3.91,4.0,66.13,60.65,-7.98,-8.4,61.42,7.71,2.55,5.67,3.5,39.03,2.6,241.24,12.0,75.92,50.92,43.04,65,40.18
002202,金风科技,风电整机,18.2,16.04,29.94,-11.87,18.55,20.22,24.67,18.23,-15.78,-52.73,71.81,16.76,5.82,4.18,1.95,24.47,1.09,612.16,16.48,55.35,65.57,33.06,70,40.06
300602,飞荣达,消费电子组件,39.08,17.31,36.45,-55.71,2.53,2.6,52.09,28.64,1.85,-0.77,55.23,21.66,6.74,5.84,5.25,50.81,0.15,156.78,24.33,64.19,26.85,60.98,68,40.05
002299,圣农发展,肉鸡养殖,15.97,1.4,2.72,-91.23,5.02,5.24,-44.8,21.73,9.14,0.49,51.91,13.12,4.73,4.37,1.73,20.41,3.12,194.61,19.71,41.01,62.05,74.17,60,39.98
002402,和而泰,其他电子,18.99,1.24,2.06,-93.47,2.4,2.03,-32.23,4.31,2.21,0.47,49.91,19.68,4.85,3.31,2.42,31.91,1.05,155.43,22.23,39.07,50.27,76.09,65,39.85
600893,航发动力,航空装备,39.19,3.14,7.23,-91.99,1.46,2.02,59.32,47.21,-74.61,-88.89,61.04,9.05,0.79,0.36,2.6,151.67,0.18,1044.46,5.22,70.8,27.36,43.4,88,39.75
603686,福龙马,环保设备,15.47,6.37,10.37,-58.82,1.01,0.92,7.27,7.63,0.75,-0.19,47.52,24.26,4.88,2.89,1.84,39.67,0.73,64.27,21.62,48.66,44.83,68.38,65,39.67
